TimeGenerated,MachineName,AppName,AppCategory,AppScore,TotalMBytes
2022-11-26 19:06:38.158864700,workstation02,CloudFlare,Security,7,0.6904935836791992
2022-11-26 19:06:38.158864700,workstation01,Microsoft Online Services,IT services,10,22.64302921295166
2022-11-26 19:06:38.158864700,workstation01,Fastly,Cloud computing platform,7,14.518243789672852
2022-11-26 19:06:38.158864700,workstation02,Microsoft Teams,Online meetings,10,0.1884937286376953
2022-11-26 19:06:38.158864700,workstation01,Fastly,Cloud computing platform,7,0.1428546905517578
2022-11-26 19:06:38.158864700,workstation01,Akamai,Security,7,8.493816375732422
2022-11-26 19:06:38.158864700,workstation01,Microsoft Exchange Online,Webmail,10,0.05198478698730469
2022-11-26 19:06:38.158864700,workstation01,Amazon Web Services,Cloud computing platform,10,0.03534984588623047
2022-11-26 19:06:38.158864700,workstation01,Fastly,Cloud computing platform,7,0.025899887084960938
2022-11-26 19:06:38.158864700,workstation01,Microsoft Exchange Online,Webmail,10,0.38381099700927734
2022-11-26 19:06:38.158864700,workstation02,Microsoft SharePoint Online,Collaboration,10,0.03043079376220703
2022-11-26 19:06:38.158864700,workstation01,Google,Content management,9,0.11590385437011719
2022-11-26 19:06:38.158864700,workstation02,Microsoft Exchange Online,Webmail,10,0.03271770477294922
2022-11-26 19:06:38.158864700,workstation01,LinkedIn,Social network,10,0.15482425689697266
2022-11-26 19:06:38.158864700,workstation02,Microsoft Office Online,Collaboration,10,0.2698249816894531
2022-11-26 19:06:38.158864700,workstation01,Akamai,Security,7,0.5001869201660156
2022-11-26 19:06:38.158864700,workstation01,Microsoft Exchange Online,Webmail,10,0.09164905548095703
2022-11-26 19:06:38.158864700,workstation02,Microsoft Exchange Online,Webmail,10,4.758298873901367
2022-11-26 19:06:38.158864700,workstation02,Microsoft Teams,Online meetings,10,0.026518821716308594
2022-11-26 19:06:38.158864700,workstation01,Microsoft Exchange Online,Webmail,10,0.02764606475830078
2022-11-26 19:06:38.158864700,workstation01,Microsoft Office Online,Collaboration,10,0.07458972930908203
2022-11-26 19:06:38.158864700,workstation02,Fastly,Cloud computing platform,7,0.40288734436035156
2022-11-26 19:06:38.158864700,workstation01,CloudFlare,Security,7,0.09979248046875
2022-11-26 19:06:38.158864700,workstation02,Azure CDN Edge Nodes,Hosting services,10,0.1877460479736328
2022-11-26 19:06:38.158864700,workstation02,Google,Content management,9,0.4160728454589844
2022-11-26 19:06:38.158864700,workstation01,Twitter,Social network,6,0.21181678771972656
2022-11-26 19:06:38.158864700,workstation01,Amazon Web Services,Cloud computing platform,10,0.1088409423828125
2022-11-26 19:06:38.158864700,workstation01,LinkedIn,Social network,10,0.7606639862060547
2022-11-26 19:06:38.158864700,workstation03,Microsoft Bing,Content management,10,0.13935184478759766
2022-11-26 21:06:42.111239800,workstation01,CloudFlare,Security,7,0.3811759948730469
2022-11-26 21:06:42.111239800,workstation02,Microsoft MSN,News and entertainment,10,0.1328601837158203
2022-11-26 21:06:42.111239800,workstation01,Amazon CloudFront,Hosting services,10,0.7879714965820312
2022-11-26 21:06:42.111239800,workstation02,Microsoft Online Services,IT services,10,0.07317161560058594
2022-11-26 21:06:42.111239800,workstation01,Microsoft Online Services,IT services,10,0.09328937530517578
2022-11-26 21:06:42.111239800,workstation01,Amazon Web Services,Cloud computing platform,10,0.14295196533203125
2022-11-26 21:06:42.111239800,workstation01,Microsoft Teams,Online meetings,10,0.06776142120361328
2022-11-26 21:06:42.111239800,workstation02,Amazon CloudFront,Hosting services,10,0.3673248291015625
2022-11-26 21:06:42.111239800,workstation02,CloudFlare,Security,7,0.5909175872802734
2022-11-26 21:06:42.111239800,workstation01,Office Portal,Collaboration,10,0.4593343734741211
2022-11-26 21:06:42.111239800,workstation01,Flourish,Data analytics,4,0.026398658752441406
2022-11-26 21:06:42.111239800,workstation01,Akamai,Security,7,8.500417709350586
2022-11-26 21:06:42.111239800,workstation01,Microsoft Exchange Online,Webmail,10,0.4899320602416992
2022-11-26 21:06:42.111239800,workstation01,Microsoft Office Online,Collaboration,10,0.05538749694824219
2022-11-26 21:06:42.111239800,workstation01,Pinterest,Social network,6,0.03511238098144531
2022-11-26 21:06:42.111239800,workstation01,Akamai,Security,7,1.283945083618164
2022-11-26 21:06:42.111239800,workstation02,Microsoft Exchange Online,Webmail,10,0.33901023864746094
2022-11-26 21:06:42.111239800,workstation02,Fastly,Cloud computing platform,7,0.47727012634277344
2022-11-26 21:06:42.111239800,workstation02,Google,Content management,9,0.1638174057006836
2022-11-26 21:06:42.111239800,workstation03,Microsoft Bing,Content management,10,0.03338813781738281
2022-11-26 21:06:42.111239800,workstation01,LinkedIn,Social network,10,0.025366783142089844
2022-11-26 21:06:42.111239800,workstation01,Stripe,E-commerce,5,0.369476318359375
2022-11-26 21:06:42.111239800,workstation01,Amazon CloudFront,Hosting services,10,0.14864730834960938
2022-11-26 21:06:42.111239800,workstation01,CloudFlare,Security,7,1.004446029663086
2022-11-26 21:06:42.111239800,workstation01,LibraryH3lp,Personal instant messaging,4,0.22085094451904297
2022-11-26 21:06:42.111239800,workstation01,AAA,Transportation and travel,4,5.963312149047852
2022-11-26 21:06:42.111239800,workstation01,Amazon CloudFront,Hosting services,10,1.478774070739746
2022-11-26 21:06:42.111239800,workstation01,Netizen,Advertising,4,1.3845787048339844
2022-11-26 21:06:42.111239800,workstation02,Amazon Web Services,Cloud computing platform,10,0.32367420196533203
2022-11-26 21:06:42.111239800,workstation01,Yahoo!,News and entertainment,5,0.05576133728027344
2022-11-26 21:06:42.111239800,workstation01,BBC,News and entertainment,4,0.6240816116333008
2022-11-26 21:06:42.111239800,workstation02,Microsoft Teams,Online meetings,10,0.034462928771972656
2022-11-26 21:06:42.111239800,workstation01,Fastly,Cloud computing platform,7,0.2678995132446289
2022-11-26 21:06:42.111239800,workstation01,Akamai,Security,7,12.283544540405273
2022-11-26 21:06:42.111239800,workstation01,Microsoft Exchange Online,Webmail,10,0.39072704315185547
2022-11-26 21:06:42.111239800,workstation01,Fastly,Cloud computing platform,7,0.3995399475097656
2022-11-26 21:06:42.111239800,workstation01,Amazon Web Services,Cloud computing platform,10,0.13674640655517578
2022-11-26 21:06:42.111239800,workstation01,Google,Content management,9,0.9856758117675781
2022-11-26 21:06:42.111239800,workstation01,LinkedIn,Social network,10,0.11450576782226562
2022-11-26 21:06:42.111239800,workstation02,Microsoft Bing,Content management,10,1.450082778930664
2022-11-26 21:06:42.111239800,workstation01,Microsoft Exchange Online,Webmail,10,0.522740364074707
2022-11-26 21:06:42.111239800,workstation02,Microsoft Skype for Business,Online meetings,10,0.120391845703125
2022-11-26 21:06:42.111239800,workstation01,Microsoft Office Online,Collaboration,10,0.033461570739746094
2022-11-26 21:06:42.111239800,workstation02,Azure CDN Edge Nodes,Hosting services,10,0.12164878845214844
2022-11-26 21:06:42.111239800,workstation01,CloudFlare,Security,7,0.29937744140625
2022-11-26 21:06:42.111239800,workstation01,Trumba Connect,Operations management,5,6.388913154602051
2022-11-26 21:06:42.111239800,workstation01,Twitter,Social network,6,0.0246429443359375
2022-11-26 21:06:42.111239800,workstation01,Amazon Web Services,Cloud computing platform,10,0.2767171859741211
2022-11-26 21:06:42.111239800,workstation01,Microsoft Online Services,IT services,10,0.024866104125976562
2022-11-26 23:06:39.047024500,workstation02,Office Portal,Collaboration,10,0.1532459259033203
2022-11-26 23:06:39.047024500,workstation01,CloudFlare,Security,7,0.2388153076171875
2022-11-26 23:06:39.047024500,workstation02,Amazon CloudFront,Hosting services,10,9.13791275024414
2022-11-26 23:06:39.047024500,workstation01,Facebook,Social network,6,1.7328853607177734
2022-11-26 23:06:39.047024500,workstation01,Amazon CloudFront,Hosting services,10,0.09419441223144531
2022-11-26 23:06:39.047024500,workstation02,Microsoft Online Services,IT services,10,0.025229454040527344
2022-11-26 23:06:39.047024500,workstation01,Microsoft Online Services,IT services,10,0.02492809295654297
2022-11-26 23:06:39.047024500,workstation01,Microsoft Teams,Online meetings,10,0.22972869873046875
2022-11-26 23:06:39.047024500,workstation01,Amazon Web Services,Cloud computing platform,10,0.05152702331542969
2022-11-26 23:06:39.047024500,workstation01,Microsoft Teams,Online meetings,10,0.43819236755371094
2022-11-26 23:06:39.047024500,workstation02,Amazon CloudFront,Hosting services,10,0.2877197265625
2022-11-26 23:06:39.047024500,workstation01,CloudFlare,Security,7,0.1944103240966797
2022-11-26 23:06:39.047024500,workstation02,CloudFlare,Security,7,4.407900810241699
2022-11-26 23:06:39.047024500,workstation01,Akamai,Security,7,0.1972064971923828
2022-11-26 23:06:39.047024500,workstation01,Office Portal,Collaboration,10,0.06448936462402344
2022-11-26 23:06:39.047024500,workstation02,Microsoft Office Online,Collaboration,10,0.024980545043945312
2022-11-26 23:06:39.047024500,workstation01,Microsoft Exchange Online,Webmail,10,0.04440021514892578
2022-11-26 23:06:39.047024500,workstation01,Akamai,Security,7,5.9505615234375
2022-11-26 23:06:39.047024500,workstation02,Microsoft Exchange Online,Webmail,10,0.16150283813476562
2022-11-26 23:06:39.047024500,workstation03,GitHub,Development tools,10,0.02875995635986328
2022-11-26 23:06:39.047024500,workstation02,Microsoft Office Online,Collaboration,10,0.024974822998046875
2022-11-26 23:06:39.047024500,workstation01,Akamai,Security,7,0.397064208984375
2022-11-26 23:06:39.047024500,workstation01,Office Portal,Collaboration,10,0.3109092712402344
2022-11-26 23:06:39.047024500,workstation01,Microsoft Office Online,Collaboration,10,0.17016220092773438
2022-11-26 23:06:39.047024500,workstation02,Microsoft Exchange Online,Webmail,10,1.4386100769042969
2022-11-26 23:06:39.047024500,workstation01,Amazon CloudFront,Hosting services,10,0.34847354888916016
2022-11-26 23:06:39.047024500,workstation02,Fastly,Cloud computing platform,7,0.891627311706543
2022-11-26 23:06:39.047024500,workstation02,Google,Content management,9,2.510438919067383
2022-11-26 23:06:39.047024500,workstation02,Facebook,Social network,6,0.036675453186035156
2022-11-26 23:06:39.047024500,workstation01,CloudFlare,Security,7,0.1995849609375
2022-11-26 23:06:39.047024500,workstation01,Amazon CloudFront,Hosting services,10,13.760995864868164
2022-11-26 23:06:39.047024500,workstation01,CloudFlare,Security,7,0.5067863464355469
2022-11-26 23:06:39.047024500,workstation01,LibraryH3lp,Personal instant messaging,4,0.10650253295898438
2022-11-26 23:06:39.047024500,workstation01,Amazon CloudFront,Hosting services,10,0.06714630126953125
2022-11-26 23:06:39.047024500,workstation01,Amazon Web Services,Cloud computing platform,10,0.0397186279296875
2022-11-26 23:06:39.047024500,workstation01,Amazon CloudFront,Hosting services,10,4.542813301086426
2022-11-26 23:06:39.047024500,workstation01,Netizen,Advertising,4,1.2079095840454102
2022-11-26 23:06:39.047024500,workstation01,Microsoft Exchange Online,Webmail,10,0.05474281311035156
2022-11-26 23:06:39.047024500,workstation02,Amazon Web Services,Cloud computing platform,10,0.6895713806152344
2022-11-26 23:06:39.047024500,workstation01,Yahoo!,News and entertainment,5,0.02476978302001953
2022-11-26 23:06:39.047024500,workstation01,BBC,News and entertainment,4,0.42524051666259766
2022-11-26 23:06:39.047024500,workstation02,Microsoft Teams,Online meetings,10,0.12569713592529297
2022-11-26 23:06:39.047024500,workstation01,Fastly,Cloud computing platform,7,0.07007980346679688
2022-11-26 23:06:39.047024500,workstation01,Microsoft Exchange Online,Webmail,10,0.05640697479248047
2022-11-26 23:06:39.047024500,workstation01,Microsoft Exchange Online,Webmail,10,0.09155750274658203
2022-11-26 23:06:39.047024500,workstation01,Akamai,Security,7,18.295772552490234
2022-11-26 23:06:39.047024500,workstation01,Fastly,Cloud computing platform,7,0.026482582092285156
2022-11-26 23:06:39.047024500,workstation01,Amazon Web Services,Cloud computing platform,10,0.23441028594970703
2022-11-26 23:06:39.047024500,workstation01,Microsoft Skype for Business,Online meetings,10,0.12076377868652344
2022-11-26 23:06:39.047024500,workstation02,Amazon Web Services,Cloud computing platform,10,0.12096118927001953
2022-11-26 23:06:39.047024500,workstation01,Google,Content management,9,0.18260765075683594
2022-11-26 23:06:39.047024500,workstation01,LinkedIn,Social network,10,0.08317756652832031
2022-11-26 23:06:39.047024500,workstation01,Microsoft Online Services,IT services,10,0.03728675842285156
2022-11-26 23:06:39.047024500,workstation01,Microsoft Exchange Online,Webmail,10,0.24055194854736328
2022-11-26 23:06:39.047024500,workstation01,Fastly,Cloud computing platform,7,0.12124252319335938
2022-11-26 23:06:39.047024500,workstation01,Microsoft Exchange Online,Webmail,10,0.0267181396484375
2022-11-26 23:06:39.047024500,workstation02,Office Portal,Collaboration,10,0.032329559326171875
2022-11-26 23:06:39.047024500,workstation01,Fastly,Cloud computing platform,7,0.25448131561279297
2022-11-26 23:06:39.047024500,workstation02,Azure CDN Edge Nodes,Hosting services,10,0.025690078735351562
2022-11-26 23:06:39.047024500,workstation01,Amazon Web Services,Cloud computing platform,10,0.03461265563964844
2022-11-26 20:06:44.497353800,workstation01,CloudFlare,Security,7,0.40556907653808594
2022-11-26 20:06:44.497353800,workstation01,Amazon CloudFront,Hosting services,10,0.11424636840820312
2022-11-26 20:06:44.497353800,workstation01,Amazon CloudFront,Hosting services,10,0.38949012756347656
2022-11-26 20:06:44.497353800,workstation02,Microsoft Online Services,IT services,10,0.038608551025390625
2022-11-26 20:06:44.497353800,workstation01,CloudFlare,Security,7,4.46319580078125
2022-11-26 20:06:44.497353800,workstation01,AAA,Transportation and travel,4,9.670348167419434
2022-11-26 20:06:44.497353800,workstation01,LibraryH3lp,Personal instant messaging,4,0.2733278274536133
2022-11-26 20:06:44.497353800,workstation01,Amazon Web Services,Cloud computing platform,10,0.28571414947509766
2022-11-26 20:06:44.497353800,workstation01,YouTube,Content sharing,9,0.03748893737792969
2022-11-26 20:06:44.497353800,workstation01,Microsoft Teams,Online meetings,10,0.09358501434326172
2022-11-26 20:06:44.497353800,workstation02,Amazon CloudFront,Hosting services,10,0.28792381286621094
2022-11-26 20:06:44.497353800,workstation01,Amazon CloudFront,Hosting services,10,0.8365325927734375
2022-11-26 20:06:44.497353800,workstation01,Netizen,Advertising,4,0.14983844757080078
2022-11-26 20:06:44.497353800,workstation02,Amazon Web Services,Cloud computing platform,10,0.37625885009765625
2022-11-26 20:06:44.497353800,workstation01,Yahoo!,News and entertainment,5,0.0557403564453125
2022-11-26 20:06:44.497353800,workstation01,Yahoo!,News and entertainment,5,0.043338775634765625
2022-11-26 20:06:44.497353800,workstation02,CloudFlare,Security,7,0.0633087158203125
2022-11-26 20:06:44.497353800,workstation01,Microsoft Online Services,IT services,10,0.09348297119140625
2022-11-26 20:06:44.497353800,workstation02,Microsoft Teams,Online meetings,10,0.07339286804199219
2022-11-26 20:06:44.497353800,workstation01,Akamai,Security,7,8.076288223266602
2022-11-26 20:06:44.497353800,workstation01,Microsoft Exchange Online,Webmail,10,0.030450820922851562
2022-11-26 20:06:44.497353800,workstation01,Akamai,Security,7,88.3023452758789
2022-11-26 20:06:44.497353800,workstation01,Fastly,Cloud computing platform,7,0.6955642700195312
2022-11-26 20:06:44.497353800,workstation01,Microsoft Exchange Online,Webmail,10,0.289398193359375
2022-11-26 20:06:44.497353800,workstation01,Amazon Web Services,Cloud computing platform,10,0.2747526168823242
2022-11-26 20:06:44.497353800,workstation01,Google,Content management,9,0.37836456298828125
2022-11-26 20:06:44.497353800,workstation01,Google,Content management,9,0.026116371154785156
2022-11-26 20:06:44.497353800,workstation02,Microsoft Office Online,Collaboration,10,0.14269542694091797
2022-11-26 20:06:44.497353800,workstation01,Akamai,Security,7,2.3320188522338867
2022-11-26 20:06:44.497353800,workstation01,Microsoft Exchange Online,Webmail,10,1.0064268112182617
2022-11-26 20:06:44.497353800,workstation02,Microsoft Exchange Online,Webmail,10,3.3069610595703125
2022-11-26 20:06:44.497353800,workstation02,Fastly,Cloud computing platform,7,0.03566265106201172
2022-11-26 20:06:44.497353800,workstation02,Google,Content management,9,0.0632333755493164
2022-11-26 20:06:44.497353800,workstation01,CloudFlare,Security,7,0.7877483367919922
2022-11-26 20:06:44.497353800,workstation01,Amazon Web Services,Cloud computing platform,10,0.1430215835571289
2022-11-26 20:06:44.497353800,workstation01,LinkedIn,Social network,10,0.09387397766113281
2022-11-26 20:06:44.497353800,workstation01,Microsoft Online Services,IT services,10,0.052356719970703125
2022-11-29 00:00:00.000000000,workstation01,Office Portal,Collaboration,10,0.08716964721679688
2022-11-29 00:00:00.000000000,workstation01,Microsoft Exchange Online,Webmail,10,0.08941650390625
2022-11-29 00:00:00.000000000,workstation02,Microsoft Teams,Online meetings,10,0.3379640579223633
2022-11-29 00:00:00.000000000,workstation02,Microsoft Exchange Online,Webmail,10,0.03214550018310547
2022-11-29 00:00:00.000000000,workstation01,Microsoft Teams,Online meetings,10,0.21477031707763672
2022-11-29 00:00:00.000000000,workstation01,Office Portal,Collaboration,10,0.05105018615722656
2022-11-29 00:00:00.000000000,workstation01,LinkedIn,Social network,10,0.11571693420410156
2022-11-29 00:00:00.000000000,workstation01,Google,Content management,9,1.4919157028198242
2022-11-29 00:00:00.000000000,workstation01,Akamai,Security,7,9.253005027770996
2022-11-29 00:00:00.000000000,workstation01,Microsoft Exchange Online,Webmail,10,0.173797607421875
2022-11-29 00:00:00.000000000,workstation01,Microsoft SharePoint Online,Collaboration,10,0.07117366790771484
2022-11-29 00:00:00.000000000,workstation02,Twitter,Social network,6,2.540637969970703
2022-11-29 00:00:00.000000000,workstation01,Twitter,Social network,6,0.31451988220214844
2022-11-29 00:00:00.000000000,workstation01,CloudFlare,Security,7,0.20120525360107422
2022-11-29 00:00:00.000000000,workstation01,Trumba Connect,Operations management,5,0.027405738830566406
2022-11-29 00:00:00.000000000,workstation01,Microsoft Online Services,IT services,10,0.024885177612304688
2022-11-29 00:00:00.000000000,workstation01,Microsoft MSN,News and entertainment,10,0.3176555633544922
2022-11-29 00:00:00.000000000,workstation01,Amazon Web Services,Cloud computing platform,10,0.33983516693115234
2022-11-29 00:00:00.000000000,workstation02,Fastly,Cloud computing platform,7,0.9422769546508789
2022-11-29 00:00:00.000000000,workstation01,Amazon CloudFront,Hosting services,10,0.7699775695800781
2022-11-29 00:00:00.000000000,workstation01,CloudFlare,Security,7,0.143157958984375
2022-11-29 00:00:00.000000000,workstation01,AAA,Transportation and travel,4,0.5440807342529297
2022-11-29 00:00:00.000000000,workstation01,Microsoft Online Services,IT services,10,0.08916282653808594
2022-11-29 00:00:00.000000000,workstation01,Microsoft Online Services,IT services,10,0.036917686462402344
2022-11-29 00:00:00.000000000,workstation02,Akamai,Security,7,0.9687528610229492
2022-11-29 00:00:00.000000000,workstation01,Criteo,Advertising,5,0.04728507995605469
2022-11-29 00:00:00.000000000,workstation01,Yahoo!,News and entertainment,5,0.024835586547851562
2022-11-29 00:00:00.000000000,workstation02,Amazon Web Services,Cloud computing platform,10,0.10103130340576172
2022-11-29 00:00:00.000000000,workstation01,Facebook,Social network,6,0.0515289306640625
2022-11-29 00:00:00.000000000,workstation01,Microsoft MSN,News and entertainment,10,0.7376213073730469
2022-11-29 00:00:00.000000000,workstation02,LinkedIn,Social network,10,0.03651618957519531
2022-11-29 00:00:00.000000000,workstation01,LibraryH3lp,Personal instant messaging,4,0.11979293823242188
2022-11-29 00:00:00.000000000,workstation01,Fastly,Cloud computing platform,7,0.20194339752197266
2022-11-29 00:00:00.000000000,workstation01,Amazon CloudFront,Hosting services,10,1.1201562881469727
2022-11-29 00:00:00.000000000,workstation01,Microsoft Exchange Online,Webmail,10,0.2327890396118164
2022-11-29 00:00:00.000000000,workstation01,Akamai,Security,7,4.197559356689453
2022-11-29 00:00:00.000000000,workstation02,Netizen,Advertising,4,0.03566265106201172
2022-11-29 00:00:00.000000000,workstation02,Microsoft Teams,Online meetings,10,0.3235750198364258
2022-11-29 00:00:00.000000000,workstation02,Amazon CloudFront,Hosting services,10,0.34710025787353516
2022-11-29 00:00:00.000000000,workstation02,Microsoft Office Online,Collaboration,10,0.05107307434082031
2022-11-29 00:00:00.000000000,workstation01,Fastly,Cloud computing platform,7,0.18784713745117188
2022-11-29 00:00:00.000000000,workstation02,BBC,News and entertainment,4,0.4781465530395508
2022-11-29 00:00:00.000000000,workstation01,Microsoft Bing,Content management,10,0.7939386367797852
2022-11-29 00:00:00.000000000,workstation01,Akamai,Security,7,56.15067386627197
